Url;Size;YardSize;Price;Town;District;Floor;TotalFloors;Type;BuildingType;Year
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164349321317152&slink=8bajpm&f1=1;30;0;60000;град София;Център;2;3;2-СТАЕН;Гредоред;1950
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165106780691585&slink=8bajpy&f1=1;31;0;64999;град София;Студентски град;4;8;1-СТАЕН;Тухла;2018
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165589391037191&slink=8bajpy&f1=1;31;0;44500;град София;Малинова долина;1;6;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a162815112042867&slink=8bajpy&f1=1;31;0;34990;град София;Люлин 10;1;8;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164319293643816&slink=8bajpy&f1=1;31;0;37536;град София;Малинова долина;1;6;1-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164622878319135&slink=8bajpy&f1=1;31;0;46995;град София;Малинова долина;1;6;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164570427661255&slink=8bajpy&f1=1;31;0;46995;град София;Малинова долина;1;5;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165401032213833&slink=8bajpy&f1=1;31;0;79500;град София;Медицинска академия;7;7;1-СТАЕН;Тухла;2004
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164787802511663&slink=8bajpy&f1=1;31;0;50810;град София;Надежда 1;2;6;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164787802011843&slink=8bajpy&f1=1;31;0;50810;град София;Надежда 1;1;6;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165450673190948&slink=8bajpy&f1=1;31;0;44900;град София;Овча купел;3;5;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164811131039267&slink=8bajpy&f1=1;31;0;40920;град София;Овча купел 1;3;6;1-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165389909070680&slink=8bajpy&f1=1;31;0;79500;град София;Център;7;7;1-СТАЕН;Тухла;2004
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165389620553540&slink=8bajpy&f1=1;31;0;85000;град София;Център;7;7;1-СТАЕН;Тухла;2004
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165780296121153&slink=8bajq7&f1=1;32;0;49000;град София;Люлин 3;3;8;1-СТАЕН;Панел;1984
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164820269204969&slink=8bajq7&f1=1;32;0;53000;град София;Люлин 4;12;14;1-СТАЕН;ЕПК;1978
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165588805029714&slink=8bajq7&f1=1;32;0;55000;град София;Банишора;14;18;1-СТАЕН;ЕПК;2020
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a166028557082999&slink=8bajq7&f1=1;32;0;59000;град София;Люлин 10;12;14;1-СТАЕН;ЕПК;1986
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165883864937948&slink=8bajq7&f1=1;32;0;39000;град София;Люлин 8;1;6;1-СТАЕН;Тухла;2010
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164206248042302&slink=8bajq7&f1=1;32;0;39600;град София;Малинова долина;1;6;1-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165780137633239&slink=8bajq7&f1=1;32;0;39600;град София;Малинова долина;1;6;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164924360465835&slink=8bajq7&f1=1;32;0;42600;град София;Малинова долина;1;7;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164459292323122&slink=8bajq7&f1=1;32;0;44500;град София;Малинова долина;1;6;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164762102243603&slink=8bajq7&f1=1;32;0;44500;град София;Малинова долина;1;6;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165700353508736&slink=8bajq7&f1=1;32;0;39999;град София;Разсадника;2;6;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a163948976819359&slink=8bajq7&f1=1;32;0;81999;град София;Студентски град;2;6;1-СТАЕН;Тухла;2018
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165648892752990&slink=8bajq7&f1=1;32;0;99000;град София;Център;5;5;1-СТАЕН;Тухла;1960
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165822125966665&slink=8bajq7&f1=1;32;0;45000;град София;Люлин 8;1;6;2-СТАЕН;Тухла;2010
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164251805268606&slink=8bajqt&f1=1;33;0;75500;град София;Бъкстон;2;7;1-СТАЕН;Панел;1988
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164598035690294&slink=8bajqt&f1=1;33;0;45000;град София;Люлин - център;1;6;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164442134617379&slink=8bajqt&f1=1;33;0;40516;град София;Малинова долина;1;5;1-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164199285815885&slink=8bajqt&f1=1;33;0;40600;град София;Малинова долина;1;6;1-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164251763102838&slink=8bajqt&f1=1;33;0;75500;град София;Павлово;2;7;1-СТАЕН;Панел;1988
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165477305290341&slink=8bajqt&f1=1;33;0;69900;град София;Студентски град;6;6;1-СТАЕН;Тухла;2015
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165298702666365&slink=8bajqt&f1=1;33;0;64000;град София;Хаджи Димитър;2;6;1-СТАЕН;Тухла;2004
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162504143437280&slink=8bajqt&f1=1;33;0;42000;град София;Люлин 6;1;8;2-СТАЕН;Панел;1985
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1h161562397016161&slink=8bajqt&f1=1;33;0;80000;град София;Студентски град;6;6;АТЕЛИЕ, ТАВАН;Тухла;2015
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a163955945874001&slink=8bajr2&f1=1;34;0;40200;град София;Малинова долина;1;6;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a149984202177454&slink=8bajr2&f1=1;34;0;42400;град София;Малинова долина;1;6;1-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164856644215060&slink=8bajr2&f1=1;34;0;53000;град София;Надежда 1;2;6;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164787806723928&slink=8bajr2&f1=1;34;0;56000;град София;Надежда 1;3;6;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165902277836403&slink=8bajr2&f1=1;34;0;74000;град София;Овча купел;8;10;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a162885203493239&slink=8bajr2&f1=1;34;0;52000;град София;Студентски град;1;6;1-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164266728506261&slink=8bajr2&f1=1;34;0;81999;град София;Студентски град;1;7;1-СТАЕН;Тухла;2017
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164880517328131&slink=8bajr2&f1=1;34;0;82000;град София;Студентски град;1;7;1-СТАЕН;Тухла;2017
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165451701740943&slink=8bajr2&f1=1;34;0;82000;град София;Студентски град;1;7;1-СТАЕН;Тухла;2017
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165519296174066&slink=8bajr2&f1=1;34;0;64990;град София;Сухата река;12;14;1-СТАЕН;ЕПК;1985
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165891042991318&slink=8bajr2&f1=1;34;0;65000;град София;Сухата река;12;14;1-СТАЕН;ЕПК;1985
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165580807329602&slink=8bajr2&f1=1;34;0;65000;град София;Сухата река;12;14;1-СТАЕН;ЕПК;1985
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165969900087697&slink=8bajrg&f1=1;35;0;57000;град София;Люлин 2;3;7;1-СТАЕН;Тухла;1980
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165970618853182&slink=8bajrg&f1=1;35;0;48800;град София;Студентски град;2;6;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165720505839627&slink=8bajrg&f1=1;35;0;51999;град София;Малинова долина;1;6;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164811064642428&slink=8bajrg&f1=1;35;0;79000;град София;Студентски град;2;7;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164638096966649&slink=8bajrg&f1=1;35;0;46450;град София;Бъкстон;12;13;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164657161041305&slink=8bajrg&f1=1;35;0;46450;град София;Бъкстон;11;13;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a149321007465726&slink=8bajrg&f1=1;35;0;51900;град София;Витоша;1;5;1-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165813598276540&slink=8bajrg&f1=1;35;0;52000;град София;Витоша;1;5;1-СТАЕН;Тухла;2020
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164555066081347&slink=8bajrg&f1=1;35;0;42000;град София;Люлин 6;1;8;1-СТАЕН;Панел;1987
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165710450670053&slink=8bajrg&f1=1;35;0;45000;град София;Люлин 6;1;8;1-СТАЕН;Панел;1985
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165763324232153&slink=8bajrg&f1=1;35;0;52000;град София;Малинова долина;1;5;1-СТАЕН;Тухла;2020
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165720602840911&slink=8bajrg&f1=1;35;0;52000;град София;Малинова долина;1;5;1-СТАЕН;Тухла;2020
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165694752474054&slink=8bajrg&f1=1;35;0;52000;град София;Малинова долина;1;5;1-СТАЕН;Тухла;2020
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165779017009037&slink=8bajrg&f1=1;35;0;53000;град София;Малинова долина;1;5;1-СТАЕН;Тухла;2020
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165217356920749&slink=8bajrg&f1=1;35;0;79500;град София;Малинова долина;1;4;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165866753839887&slink=8bajrg&f1=1;35;0;60000;град София;Младост 1;1;5;1-СТАЕН;Тухла;2005
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165771458565485&slink=8bajrg&f1=1;35;0;57000;град София;Надежда 1;2;9;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165779028633380&slink=8bajrg&f1=1;35;0;51999;град София;Студентски град;1;6;1-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165952293781557&slink=8bajrg&f1=1;35;0;61000;град София;Студентски град;1;5;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164208127934330&slink=8bajrg&f1=1;35;0;72468;град София;Студентски град;2;9;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165035837584457&slink=8bajrg&f1=1;35;0;77484;град София;Студентски град;5;8;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165226328072391&slink=8bajrg&f1=1;35;0;79500;град София;Студентски град;1;4;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165823605417567&slink=8bajrg&f1=1;35;0;65000;град София;Сухата река;12;14;1-СТАЕН;ЕПК;1988
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165813919773792&slink=8bajrg&f1=1;35;0;65000;град София;Сухата река;12;14;1-СТАЕН;ЕПК;1987
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165967987094636&slink=8bajrg&f1=1;35;0;198000;град София;Докторски паметник;5;5;2-СТАЕН;Тухла;1945
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165710431489944&slink=8bajrg&f1=1;35;0;45000;град София;Люлин 6;1;8;2-СТАЕН;Панел;1985
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157216729013694&slink=8bajrg&f1=1;35;0;45000;град София;Люлин 6;1;8;2-СТАЕН;Панел;1985
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159222031741323&slink=8bajrg&f1=1;35;0;45000;град София;Люлин 6;1;8;2-СТАЕН;ЕПК;1985
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161156292177977&slink=8bajrg&f1=1;35;0;89000;град София;Център;1;4;2-СТАЕН;Тухла;1951
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1h165753253016247&slink=8bajrg&f1=1;35;0;51999;град София;Малинова долина;1;5;АТЕЛИЕ, ТАВАН;Тухла;2020
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165227321481545&slink=8bajs5&f1=1;36;0;62000;град София;Център;4;7;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165173655238763&slink=8bajs5&f1=1;36;0;72000;град София;Дианабад;1;6;1-СТАЕН;Тухла;2008
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a163655552756425&slink=8bajs5&f1=1;36;0;68125;град София;Дървеница;6;6;1-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164873993635650&slink=8bajs5&f1=1;36;0;68125;град София;Дървеница;6;6;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165832323124105&slink=8bajs5&f1=1;36;0;110021;град София;Дървеница;1;6;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165588408334960&slink=8bajs5&f1=1;36;0;60000;град София;Зона Б-18;4;7;1-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165305316420332&slink=8bajs5&f1=1;36;0;61900;град София;Зона Б-18;4;7;1-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165331381009987&slink=8bajs5&f1=1;36;0;65000;град София;Зона Б-18;3;7;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165355342007147&slink=8bajs5&f1=1;36;0;42500;град София;Малинова долина;1;6;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164491416840862&slink=8bajs5&f1=1;36;0;43284;град София;Малинова долина;2;6;1-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a163966769215218&slink=8bajs5&f1=1;36;0;46891;град София;Малинова долина;1;5;1-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165123073788721&slink=8bajs5&f1=1;36;0;50400;град София;Малинова долина;2;6;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164329705325263&slink=8bajs5&f1=1;36;0;54500;град София;Малинова долина;3;5;1-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164967652917782&slink=8bajs5&f1=1;36;0;56200;град София;Малинова долина;2;6;1-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165909619467269&slink=8bajs5&f1=1;36;0;48500;град София;Надежда 1;8;11;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165253362654745&slink=8bajs5&f1=1;36;0;45000;град София;Студентски град;1;6;1-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165761222880572&slink=8bajs5&f1=1;36;0;69999;град София;Студентски град;8;8;1-СТАЕН;Тухла;2016
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1h161028358184340&slink=8bajs5&f1=1;36;0;60000;град София;Лозенец;1;6;АТЕЛИЕ, ТАВАН;Тухла;2006
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165884683810631&slink=8bajss&f1=1;37;0;77000;град София;Манастирски ливади;4;8;1-СТАЕН;Тухла;2018
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165362987127890&slink=8bajss&f1=1;37;0;46163;град София;Овча купел 2;5;8;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165841299382885&slink=8bajss&f1=1;37;0;45998;град София;Студентски град;1;4;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a163048615954274&slink=8bajss&f1=1;37;0;45999;град София;Студентски град;1;4;1-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165944583831162&slink=8bajss&f1=1;37;0;120000;град София;Медицинска академия;2;2;2-СТАЕН;Тухла;1985
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165599366973272&slink=8bajss&f1=1;37;0;46600;град София;Малинова долина;1;4;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a159791992431239&slink=8bajss&f1=1;37;0;54900;град София;Надежда 3;6;6;1-СТАЕН;Тухла;2019
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165407126037426&slink=8bajss&f1=1;37;0;46600;град София;Студентски град;1;4;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165883348651770&slink=8bajss&f1=1;37;0;46600;град София;Студентски град;1;4;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165537966694111&slink=8bajss&f1=1;37;0;64208;град София;Студентски град;6;8;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165822663706785&slink=8bajss&f1=1;37;0;77499;град София;Студентски град;8;16;1-СТАЕН;Тухла;2018
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a147582785199082&slink=8bajss&f1=1;37;0;53900;град София;Бенковски;1;3;1-СТАЕН;Тухла;2016
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164483226568476&slink=8bajss&f1=1;37;0;43999;град София;Витоша;3;6;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165392971662846&slink=8bajss&f1=1;37;0;78900;град София;Дружба 1;3;6;1-СТАЕН;Панел;1978
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165510794660043&slink=8bajss&f1=1;37;0;55000;град София;Красно село;1;5;1-СТАЕН;Тухла;2012
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165529576773182&slink=8bajss&f1=1;37;0;60000;град София;Красно село;1;6;1-СТАЕН;Тухла;2012
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165484556303875&slink=8bajss&f1=1;37;0;74000;град София;Левски;4;6;1-СТАЕН;Тухла;2012
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a161417784877630&slink=8bajss&f1=1;37;0;43000;град София;Люлин 6;1;8;1-СТАЕН;Панел;1985
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165841223822115&slink=8bajss&f1=1;37;0;46600;град София;Малинова долина;1;4;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165883338103827&slink=8bajss&f1=1;37;0;46600;град София;Малинова долина;1;4;1-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a163464119783100&slink=8bajss&f1=1;37;0;46891;град София;Малинова долина;1;6;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a144473667590318&slink=8bajss&f1=1;37;0;48900;град София;Малинова долина;2;5;1-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165400246947316&slink=8bajss&f1=1;37;0;49000;град София;Малинова долина;2;6;1-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165236586224817&slink=8bajss&f1=1;37;0;49000;град София;Малинова долина;2;6;1-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165832644088693&slink=8bajss&f1=1;37;0;49000;град София;Малинова долина;2;6;1-СТАЕН;Тухла;2023
